"","County","Year","Population","PovertyLevel","MedHInc","PerCapitaIncome","Countytype","ft_emp","ft_pay","pt_emp","pt_pay","pt_hours","ft_equivalent","FTE_PerThousandP"
"1046","St. Lawrence",2011,111809,15.5,"43390","21013","Rural",833,3203829,113,175340,11397,906,8.10310440125571
"1047","St. Lawrence",2012,112060,16.4,"43745","21851","Rural",804,3109195,116,214412,11179,877,7.82616455470284
"1048","St. Lawrence",2013,112097,17.4,"43647","22198","Rural",773,3026068,66,113831,6562,815,7.27048895153305
"1049","St. Lawrence",2014,112015,17.6,"44454","22908","Rural",NA,NA,NA,NA,NA,NA,NA
"1050","St. Lawrence",2015,112011,17.4,"44705","22562","Rural",NA,NA,NA,NA,NA,NA,NA
"1051","Steuben",1994,100634,NA,"","","Rural",1191,2906495,776,233659,25345,1346,13.3752012242383
"1052","Steuben",1996,99212,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1053","Steuben",1997,98907,NA,"","","Rural",1152,3164144,431,264658,20880,1275,12.8908975097819
"1054","Steuben",1998,98657,NA,"","","Rural",1188,3050256,475,313850,20373,1307,13.2479195596866
"1055","Steuben",1999,98458,NA,"","","Rural",1189,3397139,472,327782,20729,1311,13.3153222693941
"1056","Steuben",2000,96858,13.2,"37146","18197","Rural",1245,3713439,459,338004,20761,1366,14.1031200313862
"1057","Steuben",2001,99216,NA,"","","Rural",1269,3664042,417,318251,19747,1384,13.9493630059668
"1058","Steuben",2002,99583,NA,"","","Rural",1264,4171497,456,363058,29289,1440,14.4602994487011
"1059","Steuben",2003,99191,NA,"","","Rural",1252,4290718,486,408038,33575,1463,14.7493220151022
"1060","Steuben",2004,98983,NA,"","","Rural",1224,4064240,444,390528,26336,1383,13.9720962185426
"1061","Steuben",2005,98868,NA,"","","Rural",1236,4312943,456,397134,25235,1388,14.0389205809767
"1062","Steuben",2006,98473,NA,"","","Rural",1234,4456933,471,427661,27051,1397,14.1866298376205
"1063","Steuben",2007,98541,NA,"","","Rural",1245,4801698,467,460788,28297,1416,14.369653240783
"1064","Steuben",2008,98726,NA,"","","Rural",1291,5038718,427,408720,23806,1435,14.5351781698843
"1065","Steuben",2009,96674,13.6,"42812","22739","Rural",1272,5046510,461,438294,29617,1452,15.0195502410162
"1066","Steuben",2010,98724,13.3,"43867","23279","Rural",1266,5123224,446,454535,27861,1434,14.5253433815486
"1067","Steuben",2011,98837,14.8,"44967","24006","Rural",1220,5078252,417,447059,25100,1370,13.86120582373
"1068","Steuben",2012,98992,14.8,"46519","24756","Rural",1182,5121435,458,473781,27579,1348,13.6172620009698
"1069","Steuben",2013,98951,15.3,"47476","25371","Rural",1156,5030351,449,521290,24375,1301,13.1479216986185
"1070","Steuben",2014,98917,15.6,"47733","25696","Rural",1163,5001900,442,507016,27921,1330,13.445616021513
"1071","Steuben",2015,98665,16.1,"47280","25800","Rural",1030,4662091,417,434533,25331,1182,11.9799320934475
"1072","Suffolk",1994,1354011,NA,"","","Non Rural",11652,44143597,1872,1671742,94467,12246,9.04423967013562
"1073","Suffolk",1996,1368366,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1074","Suffolk",1997,1377203,NA,"","","Non Rural",11913,48551522,1789,1541340,99947,12541,9.10613758465528
"1075","Suffolk",1998,1390729,NA,"","","Non Rural",12042,48841093,1891,1728053,118431,12790,9.19661558793985
"1076","Suffolk",1999,1406161,NA,"","","Non Rural",10968,47166902,1697,1968970,130115,11789,8.38381949150915
"1077","Suffolk",2000,1393546,6,"61000","26577","Non Rural",10385,48664923,2538,3223849,145591,11251,8.07364808911941
"1078","Suffolk",2001,1442488,NA,"","","Non Rural",10897,52280116,1424,1867719,125454,11606,8.04582083178508
"1079","Suffolk",2002,1456745,NA,"","","Non Rural",11401,56431893,1207,1392338,103435,11985,8.22724636089364
"1080","Suffolk",2003,1470849,NA,"","","Non Rural",11619,60221246,2423,3976968,173385,12628,8.58551761601633
"1081","Suffolk",2004,1478215,NA,"","","Non Rural",11638,61041663,2466,4644683,170768,12603,8.52582337481354
"1082","Suffolk",2005,1477687,NA,"","","Non Rural",11680,62744609,2508,5406625,175317,12671,8.57488764535385
"1083","Suffolk",2006,1475626,NA,"","","Non Rural",12813,70202469,2628,5828719,203444,13962,9.46174708225526
"1084","Suffolk",2007,1475255,NA,"","","Non Rural",12871,73182831,2795,6653674,234232,14194,9.62138748894259
"1085","Suffolk",2008,1480218,NA,"","","Non Rural",12981,74558799,2918,6375361,220957,14231,9.61412440599966
"1086","Suffolk",2009,1511028,5.3,"84530","35062","Non Rural",12995,75877178,4001,8627456,335618,14987,9.91841315978261
"1087","Suffolk",2010,1482548,5.6,"84506","35755","Non Rural",12110,70391704,2906,4346530,171526,13163,8.87863327190755
"1088","Suffolk",2011,1487177,5.6,"87187","36588","Non Rural",11756,70466357,2911,4516630,184710,12843,8.63582478750008
"1089","Suffolk",2012,1492360,6,"87778","36819","Non Rural",12594,78225967,3004,4100879,132993,13413,8.98777774799646
"1090","Suffolk",2013,1495803,6.3,"87763","36945","Non Rural",12133,77222205,2956,4123221,131109,12938,8.64953473151211
"1091","Suffolk",2014,1500373,6.7,"88323","37427","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1092","Suffolk",2015,1501373,6.9,"88663","37634","Non Rural",11868,78523446,3090,4607112,161309,12781,8.51287454882964
"1093","Sullivan",1994,72152,NA,"","","Rural",1306,3192254,171,89944,10615,1369,18.9738330191817
"1094","Sullivan",1996,72758,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1095","Sullivan",1997,72712,NA,"","","Rural",1285,3831861,195,100591,11285,1352,18.5939047199912
"1096","Sullivan",1998,72974,NA,"","","Rural",1326,4005682,208,132373,14147,1410,19.3219502836627
"1097","Sullivan",1999,73341,NA,"","","Rural",1177,3301547,209,109806,11417,1246,16.9891329542821
"1098","Sullivan",2000,70864,16.3,"36535","18892","Rural",1205,3458457,194,95030,9993,1262,17.8087604425378
"1099","Sullivan",2001,74143,NA,"","","Rural",1222,3658489,207,102895,11227,1287,17.3583480571328
"1100","Sullivan",2002,74452,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1101","Sullivan",2003,75447,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1102","Sullivan",2004,76265,NA,"","","Rural",1257,4019767,238,172618,8840,1308,17.1507244476496
"1103","Sullivan",2005,76780,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1104","Sullivan",2006,77231,NA,"","","Rural",1252,4253057,229,135483,7845,1301,16.8455671945203
"1105","Sullivan",2007,77991,NA,"","","Rural",1237,3912827,257,198062,10173,1301,16.68141195779
"1106","Sullivan",2008,77755,NA,"","","Rural",1164,4563673,300,165439,8257,1215,15.6260047585364
"1107","Sullivan",2009,75924,14.1,"48586","23491","Rural",NA,NA,NA,NA,NA,NA,NA
"1108","Sullivan",2010,77625,16.1,"48103","23422","Rural",NA,NA,NA,NA,NA,NA,NA
"1109","Sullivan",2011,77553,16.2,"48303","24023","Rural",NA,NA,NA,NA,NA,NA,NA
"1110","Sullivan",2012,77340,16.6,"48050","24462","Rural",1088,4786014,316,194762,9603,1143,14.7788983708301
"1111","Sullivan",2013,77134,17.6,"48089","24963","Rural",NA,NA,NA,NA,NA,NA,NA
"1112","Sullivan",2014,76892,17.4,"49388","25336","Rural",1101,4589216,182,203759,9669,1160,15.086094782292
"1113","Sullivan",2015,76330,16.9,"50710","25742","Rural",1129,4774072,187,231450,9951,1194,15.642604480545
"1114","Tioga",1994,53259,NA,"","","Non Rural",424,814870,132,151585,14290,516,9.68850335154622
"1115","Tioga",1996,52287,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1116","Tioga",1997,52160,NA,"","","Non Rural",412,948047,146,170383,13361,487,9.33665644171779
"1117","Tioga",1998,52163,NA,"","","Non Rural",429,994561,152,200150,17469,528,10.1221172095163
"1118","Tioga",1999,51892,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1119","Tioga",2000,51149,8.4,"41443","18673","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1120","Tioga",2001,51712,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1121","Tioga",2002,51992,NA,"","","Non Rural",428,1135224,72,74455,4924,460,8.84751500230805
"1122","Tioga",2003,51895,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1123","Tioga",2004,51631,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1124","Tioga",2005,51611,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1125","Tioga",2006,51536,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1126","Tioga",2007,51565,NA,"","","Non Rural",409,1303750,54,69313,4312,435,8.43595462038204
"1127","Tioga",2008,51498,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1128","Tioga",2009,50367,9.9,"51011","24034","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1129","Tioga",2010,51377,9.5,"51948","24596","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1130","Tioga",2011,51287,9.4,"53789","25719","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1131","Tioga",2012,51067,8.7,"56488","26831","Non Rural",389,1436400,53,68062,3471,409,8.00908610257113
"1132","Tioga",2013,50789,9.3,"55726","27230","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1133","Tioga",2014,50464,9.4,"56167","28803","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1134","Tioga",2015,50199,9.6,"57514","29427","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1135","Tompkins",1994,96409,NA,"","","Non Rural",834,2043637,384,237609,27367,1002,10.3932205499487
"1136","Tompkins",1996,96298,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1137","Tompkins",1997,96216,NA,"","","Non Rural",819,2340400,380,240262,27856,983,10.2165959923505
"1138","Tompkins",1998,96036,NA,"","","Non Rural",751,2357197,318,240785,23743,890,9.26735807405556
"1139","Tompkins",1999,96656,NA,"","","Non Rural",833,2614491,359,295945,12754,909,9.40448601224963
"1140","Tompkins",2000,84541,17.6,"38304","19659","Non Rural",927,2900496,315,235264,10808,993,11.7457801540081
"1141","Tompkins",2001,97458,NA,"","","Non Rural",919,3153633,375,315119,16140,1014,10.4044819306778
"1142","Tompkins",2002,98227,NA,"","","Non Rural",921,3100315,395,258476,17362,1026,10.4451932767976
"1143","Tompkins",2003,99049,NA,"","","Non Rural",943,3318406,402,324043,12926,1022,10.3181253722905
"1144","Tompkins",2004,99531,NA,"","","Non Rural",911,3489000,429,425470,16189,1011,10.1576393284504
"1145","Tompkins",2005,99433,NA,"","","Non Rural",939,3643456,425,417793,14909,1031,10.3687910452264
"1146","Tompkins",2006,99651,NA,"","","Non Rural",919,3735146,450,470216,18471,1033,10.3661779610842
"1147","Tompkins",2007,99910,NA,"","","Non Rural",949,3943887,452,496025,20809,1073,10.7396656991292
"1148","Tompkins",2008,100383,NA,"","","Non Rural",944,4078790,474,522138,20868,1072,10.6790990506361
"1149","Tompkins",2009,100583,17.7,"46506","24409","Non Rural",1032,4419041,453,467291,18000,1141,11.3438652655021
"1150","Tompkins",2010,100612,16.4,"48655","25737","Non Rural",1018,4410569,382,478083,16051,1118,11.1119945930903
"1151","Tompkins",2011,101033,17.6,"49789","26199","Non Rural",986,4411548,454,545253,19080,1104,10.9271228212564
"1152","Tompkins",2012,101570,17.4,"50539","27010","Non Rural",966,4388586,489,594969,21344,1098,10.8102786255784
"1153","Tompkins",2013,102270,17.8,"51393","27418","Non Rural",969,4543970,441,600809,19160,1086,10.6189498386624
"1154","Tompkins",2014,103179,17.9,"52836","27829","Non Rural",930,4480802,428,592549,18547,1041,10.0892623498968
"1155","Tompkins",2015,103855,17.9,"52624","28460","Non Rural",911,4514677,387,555104,16272,1008,9.70583987289971
"1156","Ulster",1994,172252,NA,"","","Non Rural",1683,3796620,679,531188,47743,1989,11.5470357383369
"1157","Ulster",1996,173205,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1158","Ulster",1997,174148,NA,"","","Non Rural",1666,4519623,764,512514,46695,1969,11.3064749523394
"1159","Ulster",1998,175085,NA,"","","Non Rural",1642,4441921,714,683356,49728,1961,11.2002741525545
"1160","Ulster",1999,176526,NA,"","","Non Rural",1687,5019485,667,580370,45765,1982,11.2278078016836
"1161","Ulster",2000,169367,11.4,"42108","20846","Non Rural",1724,4741722,807,739176,55430,2082,12.2928315433349
"1162","Ulster",2001,178440,NA,"","","Non Rural",1772,5015872,726,744247,53488,2117,11.8639318538444
"1163","Ulster",2002,180128,NA,"","","Non Rural",1853,5603964,751,959036,70772,2276,12.6354592289927
"1164","Ulster",2003,180942,NA,"","","Non Rural",1819,6101746,802,1049629,70583,2244,12.4017641012037
"1165","Ulster",2004,181847,NA,"","","Non Rural",1903,6709196,766,1182143,62903,2281,12.5435118533712
"1166","Ulster",2005,182438,NA,"","","Non Rural",1945,6816235,729,1191785,59502,2301,12.6125039739528
"1167","Ulster",2006,182845,NA,"","","Non Rural",1932,6993231,576,620750,30586,2112,11.550767043124
"1168","Ulster",2007,182818,NA,"","","Non Rural",1869,7096692,501,660784,38212,2116,11.5743526348609
"1169","Ulster",2008,183174,NA,"","","Non Rural",1895,7554461,531,693348,38840,2145,11.7101772085558
"1170","Ulster",2009,181510,11.2,"57485","28619","Non Rural",1920,7681148,550,668869,37560,2152,11.8560960828604
"1171","Ulster",2010,182782,10.7,"57584","28954","Non Rural",1873,7718387,562,759370,40263,2131,11.6586972458995
"1172","Ulster",2011,182710,11.6,"58808","29692","Non Rural",1812,7731238,524,725478,39126,2054,11.2418586831591
"1173","Ulster",2012,182516,12.3,"58934","30232","Non Rural",1775,7597444,586,783489,39655,2020,11.067522847312
"1174","Ulster",2013,182086,12,"58590","30442","Non Rural",1747,7619136,584,796469,40006,1974,10.8410311610997
"1175","Ulster",2014,181598,11.8,"58592","30868","Non Rural",1425,6743017,475,622957,25699,1581,8.70604301809491
"1176","Ulster",2015,181300,12.3,"58918","30732","Non Rural",1416,6989498,467,604292,25240,1570,8.65968008825152
"1177","Warren",1994,61923,NA,"","","Non Rural",672,1457166,141,97180,11073,733,11.8372817854432
"1178","Warren",1996,62337,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1179","Warren",1997,62460,NA,"","","Non Rural",719,1741267,78,62058,5045,748,11.9756644252321
"1180","Warren",1998,62585,NA,"","","Non Rural",717,1701628,83,68329,6074,752,12.0156587041623
"1181","Warren",1999,63031,NA,"","","Non Rural",646,1687534,106,134680,7987,691,10.9628595453031
"1182","Warren",2000,61889,9.7,"39983","20727","Non Rural",659,1755757,124,144767,13283,733,11.8437848406017
"1183","Warren",2001,63406,NA,"","","Non Rural",672,1880990,135,155179,15755,761,12.0020187363972
"1184","Warren",2002,63774,NA,"","","Non Rural",666,1890145,146,173113,13337,741,11.6191551415938
"1185","Warren",2003,64323,NA,"","","Non Rural",696,2006504,145,166953,12390,766,11.9086485394027
"1186","Warren",2004,64576,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1187","Warren",2005,65206,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1188","Warren",2006,65554,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1189","Warren",2007,65740,NA,"","","Non Rural",864,2831453,115,126721,6346,901,13.7055065409188
"1190","Warren",2008,65848,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1191","Warren",2009,65743,9.9,"50168","27014","Non Rural",946,3401402,161,243794,14991,1032,15.6974887060219
"1192","Warren",2010,65707,9.8,"51619","27744","Non Rural",936,3518109,166,269026,16537,1030,15.6756509960887
"1193","Warren",2011,65767,10.5,"53877","28939","Non Rural",718,2875679,95,119304,6640,759,11.5407423175757
"1194","Warren",2012,65700,10.9,"54909","29369","Non Rural",741,2698574,98,146986,7801,784,11.9330289193303
"1195","Warren",2013,65584,10.8,"55904","30351","Non Rural",637,2488191,167,233960,13504,713,10.8715540375701
"1196","Warren",2014,65388,11.8,"56601","30662","Non Rural",741,2935822,191,272747,14875,837,12.8005138557533
"1197","Warren",2015,65180,11.8,"56798","30611","Non Rural",700,3047642,202,214074,11569,774,11.8748082233814
"1198","Washington",1994,60860,NA,"","","Non Rural",824,1810335,385,271419,26533,974,16.0039434768321
"1199","Washington",1996,61278,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1200","Washington",1997,60950,NA,"","","Non Rural",856,2107616,335,282664,27703,1016,16.6694011484824
"1201","Washington",1998,60851,NA,"","","Non Rural",869,2142739,324,291723,26934,1021,16.7786889286947
"1202","Washington",1999,61043,NA,"","","Non Rural",886,2301614,296,245777,20610,1004,16.4474223088642
"1203","Washington",2000,57335,9.4,"37259","17958","Non Rural",890,2431137,309,259168,20737,1010,17.6157669835179
"1204","Washington",2001,61142,NA,"","","Non Rural",917,2606558,306,246438,21744,1041,17.0259396159759
"1205","Washington",2002,61152,NA,"","","Non Rural",922,2629090,308,269681,20234,1050,17.1703296703297
"1206","Washington",2003,61621,NA,"","","Non Rural",959,2728236,310,274977,18782,1075,17.4453514224047
"1207","Washington",2004,62278,NA,"","","Non Rural",945,2845410,420,340341,19506,1067,17.1328559041716
"1208","Washington",2005,62468,NA,"","","Non Rural",950,2908935,437,380615,23916,1100,17.6090158160978
"1209","Washington",2006,62771,NA,"","","Non Rural",947,2943639,427,372399,22917,1091,17.3806375555591
"1210","Washington",2007,63054,NA,"","","Non Rural",962,3206366,399,368690,20090,1088,17.2550512259333
"1211","Washington",2008,63252,NA,"","","Non Rural",993,3379020,393,376139,20647,1122,17.7385695313982
"1212","Washington",2009,62486,11.2,"46886","21772","Non Rural",967,3415830,445,445003,22847,1110,17.7639791313254
"1213","Washington",2010,63088,10.8,"48327","22347","Non Rural",925,3326697,468,485165,23535,1071,16.9762870910474
"1214","Washington",2011,63174,11.2,"50117","23252","Non Rural",888,3273342,419,432379,22662,1027,16.2566878779245
"1215","Washington",2012,63108,11.9,"50864","23512","Non Rural",898,3289090,428,474915,20991,1023,16.2103061418521
"1216","Washington",2013,63237,12.5,"52361","24168","Non Rural",884,3418711,472,588252,24456,1026,16.2246785900659
"1217","Washington",2014,62910,12.3,"51494","23877","Non Rural",698,2908037,482,587316,22390,830,13.1934509616913
"1218","Washington",2015,62700,12.8,"51143","24345","Non Rural",721,2997266,455,607567,25365,871,13.8915470494418
"1219","Wayne",1994,92203,NA,"","","Non Rural",794,1745668,156,133026,15486,895,9.70684251054738
"1220","Wayne",1996,93128,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1221","Wayne",1997,93282,NA,"","","Non Rural",817,1967283,193,180213,14858,913,9.7875259964409
"1222","Wayne",1998,93624,NA,"","","Non Rural",822,1973314,185,171366,13583,910,9.71972998376485
"1223","Wayne",1999,93790,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1224","Wayne",2000,91968,8.6,"43932","19258","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1225","Wayne",2001,93794,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1226","Wayne",2002,93735,NA,"","","Non Rural",896,2536892,138,151551,9111,951,10.145623299728
"1227","Wayne",2003,94001,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1228","Wayne",2004,93860,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1229","Wayne",2005,93727,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1230","Wayne",2006,93595,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1231","Wayne",2007,93539,NA,"","","Non Rural",859,2803365,164,214955,9580,920,9.83546969713168
"1232","Wayne",2008,93739,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1233","Wayne",2009,91658,10.8,"52351","23845","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1234","Wayne",2010,93654,10.9,"52562","24092","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1235","Wayne",2011,93628,10.9,"54380","24872","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1236","Wayne",2012,93476,11.1,"53497","25251","Non Rural",817,3026822,165,231377,10308,876,9.37138944755873
"1237","Wayne",2013,93224,11.1,"52601","25327","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1238","Wayne",2014,92887,11.8,"51597","25643","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1239","Wayne",2015,92416,12.5,"50798","25609","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1240","Westchester",1994,893531,NA,"","","Non Rural",9981,35697409,2106,2784292,166224,10920,12.2211764337219
"1241","Westchester",1996,902174,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1242","Westchester",1997,905632,NA,"","","Non Rural",9892,38005612,677,677898,58153,10267,11.3368343874775
"1243","Westchester",1998,911628,NA,"","","Non Rural",9394,37553427,767,912695,62750,9799,10.7489019643978
"1244","Westchester",1999,918532,NA,"","","Non Rural",9601,39045814,760,948163,36587,9837,10.7094799092465
"1245","Westchester",2000,902177,8.8,"64230","36726","Non Rural",6064,25713043,825,903029,36582,6300,6.98310863611021
"1246","Westchester",2001,931577,NA,"","","Non Rural",5951,26775757,715,836522,32581,6161,6.61351664972407
"1247","Westchester",2002,935219,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1248","Westchester",2003,935799,NA,"","","Non Rural",5901,26177481,1428,1207702,73700,6376,6.81342895215746
"1249","Westchester",2004,935457,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1250","Westchester",2005,933401,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1251","Westchester",2006,931426,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"1252","Westchester",2007,933414,NA,"","","Non Rural",9412,49714512,1629,3117149,125322,10164,10.8890588741973
"1253","Westchester",2008,937449,NA,"","","Non Rural",9690,40161617,1815,3247231,130419,10531,11.2336777787378
"1254","Westchester",2009,949050,7.7,"79585","47204","Non Rural",9964,44786734,1845,3475546,103395,10630,11.2006743585691
"1255","Westchester",2010,939406,8,"79619","47814","Non Rural",9595,62014699,2027,4477601,115919,10344,11.0112134689368
"1256","Westchester",2011,944249,8.7,"80725","48306","Non Rural",8932,61485455,1997,4269137,108383,9632,10.2006991799832
"1257","Westchester",2012,950227,9.1,"81093","48385","Non Rural",8822,60886356,1791,3959197,98026,9454,9.94920161182539
"1258","Westchester",2013,956283,9.2,"81946","47984","Non Rural",8866,62820372,1893,4222705,105810,9547,9.98344632289814
"1259","Westchester",2014,962319,9.3,"83422","48487","Non Rural",8793,62563678,1848,3595298,101596,9447,9.81691102430691
"1260","Westchester",2015,967315,9.4,"83958","48885","Non Rural",8864,62948637,1881,3464523,118984,9631,9.95642577650507
"1261","Wyoming",1994,43521,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1262","Wyoming",1996,43950,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1263","Wyoming",1997,43767,NA,"","","Rural",909,1793089,310,255823,22195,1043,23.8307400552928
"1264","Wyoming",1998,43527,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1265","Wyoming",1999,43584,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1266","Wyoming",2000,38919,8.4,"39700","17248","Rural",NA,NA,NA,NA,NA,NA,NA
"1267","Wyoming",2001,43061,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1268","Wyoming",2002,43007,NA,"","","Rural",772,2154975,242,344543,23792,926,21.531378612784
"1269","Wyoming",2003,42955,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1270","Wyoming",2004,42852,NA,"","","Rural",722,2085249,224,351856,20927,848,19.7890413516289
"1271","Wyoming",2005,42780,NA,"","","Rural",724,2187901,282,333298,20796,858,20.0561009817672
"1272","Wyoming",2006,42673,NA,"","","Rural",733,2185749,241,311193,19076,856,20.0595224146416
"1273","Wyoming",2007,42515,NA,"","","Rural",731,2284831,203,307954,17411,845,19.8753381159591
"1274","Wyoming",2008,42281,NA,"","","Rural",746,2466985,211,332494,18388,855,20.2218490574963
"1275","Wyoming",2009,41820,9.3,"48943","20397","Rural",NA,NA,NA,NA,NA,NA,NA
"1276","Wyoming",2010,42367,9.7,"50075","20605","Rural",NA,NA,NA,NA,NA,NA,NA
"1277","Wyoming",2011,42223,9.1,"51312","21762","Rural",NA,NA,NA,NA,NA,NA,NA
"1278","Wyoming",2012,42092,9.5,"50635","22369","Rural",NA,NA,NA,NA,NA,NA,NA
"1279","Wyoming",2013,41923,9.5,"51100","22700","Rural",NA,NA,NA,NA,NA,NA,NA
"1280","Wyoming",2014,41679,9.3,"53012","23708","Rural",NA,NA,NA,NA,NA,NA,NA
"1281","Wyoming",2015,41446,10.7,"52564","23960","Rural",NA,NA,NA,NA,NA,NA,NA
"1282","Yates",1994,23922,NA,"","","Rural",186,383468,83,72220,6984,230,9.61458072067553
"1283","Yates",1996,24209,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1284","Yates",1997,24245,NA,"","","Rural",197,464865,77,66737,6094,236,9.73396576613735
"1285","Yates",1998,24355,NA,"","","Rural",204,508213,74,68886,6233,244,10.0184766988298
"1286","Yates",1999,24613,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1287","Yates",2000,23353,13.1,"35407","16781","Rural",NA,NA,NA,NA,NA,NA,NA
"1288","Yates",2001,24725,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1289","Yates",2002,24688,NA,"","","Rural",229,641290,57,55330,3985,255,10.3289047310434
"1290","Yates",2003,24898,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1291","Yates",2004,25008,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1292","Yates",2005,25129,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1293","Yates",2006,25025,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1294","Yates",2007,25234,NA,"","","Rural",242,828200,61,76613,5285,277,10.9772529127368
"1295","Yates",2008,25352,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1296","Yates",2009,24526,12.1,"44947","22408","Rural",246,910453,62,70992,4698,276,11.253363777216
"1297","Yates",2010,25250,13.8,"46822","23255","Rural",240,925414,59,78230,3702,264,10.4554455445545
"1298","Yates",2011,25342,14.7,"48125","23928","Rural",245,944182,67,77252,4420,273,10.7726304159103
"1299","Yates",2012,25351,15.2,"48245","24124","Rural",NA,NA,NA,NA,NA,NA,NA
"1300","Yates",2013,25293,15.1,"49335","24457","Rural",216,882765,45,58639,2982,236,9.33064484244653
"1301","Yates",2014,25281,14.7,"50061","25436","Rural",NA,NA,NA,NA,NA,NA,NA
"1302","Yates",2015,25187,13.7,"49510","25224","Rural",NA,NA,NA,NA,NA,NA,NA
