"","County","Year","Population","PovertyLevel","MedHInc","PerCapitaIncome","Countytype","ft_emp","ft_pay","pt_emp","pt_pay","pt_hours","ft_equivalent","FTE_PerThousandP"
"775","Orleans",2013,42663,12.5,"48502","22255","Non Rural",NA,NA,NA,NA,NA,NA,NA
"776","Orleans",2014,42492,14.4,"48015","22350","Non Rural",404,1524093,117,165424,9594,466,10.96677021557
"777","Orleans",2015,42204,14.6,"46359","22070","Non Rural",313,1263088,69,104811,4557,344,8.15088617192683
"778","Oswego",1994,124319,NA,"","","Non Rural",1190,2707122,247,222083,22122,1332,10.7143718981009
"779","Oswego",1996,123619,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"780","Oswego",1997,123237,NA,"","","Non Rural",1087,2737718,192,186170,17390,1198,9.72110648587681
"781","Oswego",1998,122153,NA,"","","Non Rural",1102,2860518,200,213722,19462,1228,10.0529663618577
"782","Oswego",1999,122199,NA,"","","Non Rural",1118,2943236,174,190139,16666,1226,10.032815325821
"783","Oswego",2000,117728,14,"37611","16853","Non Rural",1130,3028317,185,201754,17431,1242,10.549741777657
"784","Oswego",2001,122269,NA,"","","Non Rural",1131,3109696,192,207071,17969,1247,10.1988239046692
"785","Oswego",2002,122496,NA,"","","Non Rural",1142,3331891,196,225919,18533,1262,10.3023772204807
"786","Oswego",2003,123120,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"787","Oswego",2004,123340,NA,"","","Non Rural",1095,3583324,124,140093,11376,1168,9.4697583914383
"788","Oswego",2005,122640,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"789","Oswego",2006,122354,NA,"","","Non Rural",931,2883465,79,104948,7127,977,7.98502705265051
"790","Oswego",2007,122213,NA,"","","Non Rural",913,3010219,81,123717,7481,962,7.87150303159238
"791","Oswego",2008,122366,NA,"","","Non Rural",952,3111181,76,125521,7506,1001,8.18037690208064
"792","Oswego",2009,121588,14.6,"45071","21362","Non Rural",940,3202923,83,125985,7874,991,8.15047537585946
"793","Oswego",2010,122220,14.5,"45333","21604","Non Rural",1006,3430618,60,100097,5916,1043,8.53379152348225
"794","Oswego",2011,122206,14.9,"47036","22261","Non Rural",1005,3538766,84,127958,7839,1054,8.62478110731061
"795","Oswego",2012,122055,15.7,"47288","22704","Non Rural",995,3567340,94,132362,8499,1049,8.59448609233542
"796","Oswego",2013,121797,16.6,"48051","23126","Non Rural",982,3657014,98,125415,7726,1031,8.46490471850702
"797","Oswego",2014,121659,17.7,"47646","23472","Non Rural",987,3552171,85,97346,6804,1030,8.46628691670982
"798","Oswego",2015,121183,17.8,"47860","23466","Non Rural",956,3477899,87,102283,7242,1003,8.27673848642136
"799","Otsego",1994,61916,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"800","Otsego",1996,61584,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"801","Otsego",1997,61371,NA,"","","Rural",635,1269099,119,90274,8519,686,11.1779179091102
"802","Otsego",1998,61379,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"803","Otsego",1999,61629,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"804","Otsego",2000,57223,14.9,"34285","16806","Rural",NA,NA,NA,NA,NA,NA,NA
"805","Otsego",2001,61924,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"806","Otsego",2002,62093,NA,"","","Rural",626,1479379,171,206615,15556,720,11.5955099608652
"807","Otsego",2003,62567,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"808","Otsego",2004,62934,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"809","Otsego",2005,63069,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"810","Otsego",2006,63032,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"811","Otsego",2007,62914,NA,"","","Rural",659,1759084,169,228767,16515,766,12.1753504784309
"812","Otsego",2008,62561,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"813","Otsego",2009,62086,14.4,"44057","22255","Rural",724,1973126,109,140414,9296,784,12.6276455239506
"814","Otsego",2010,62604,13.8,"45268","22902","Rural",653,1961912,182,258467,14428,734,11.7244904478947
"815","Otsego",2011,62380,15.3,"45334","23176","Rural",627,1994302,152,262734,15480,724,11.6062840654056
"816","Otsego",2012,62147,14.8,"46358","23807","Rural",621,1994684,153,271902,16015,709,11.4084348399762
"817","Otsego",2013,62029,14.3,"47765","24165","Rural",603,1890917,152,272023,17434,716,11.5429879572458
"818","Otsego",2014,61778,15,"47884","24263","Rural",596,1871521,139,258572,14371,689,11.1528375797209
"819","Otsego",2015,61399,15.1,"48588","24625","Rural",585,1854610,135,248433,13803,661,10.7656476489845
"820","Putnam",1994,88964,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"821","Putnam",1996,90768,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"822","Putnam",1997,92139,NA,"","","Non Rural",512,1771875,155,159627,10892,582,6.31654348321558
"823","Putnam",1998,93301,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"824","Putnam",1999,94647,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"825","Putnam",2000,94052,4.4,"71732","30127","Non Rural",NA,NA,NA,NA,NA,NA,NA
"826","Putnam",2001,97055,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"827","Putnam",2002,98263,NA,"","","Non Rural",597,2468871,85,104574,7468,645,6.5640169748532
"828","Putnam",2003,98964,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"829","Putnam",2004,99468,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"830","Putnam",2005,99575,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"831","Putnam",2006,99357,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"832","Putnam",2007,99454,NA,"","","Non Rural",608,3202728,75,110554,5887,646,6.49546524021155
"833","Putnam",2008,99537,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"834","Putnam",2009,99111,6.5,"88036","36637","Non Rural",592,3267206,70,109268,5715,629,6.34641967087407
"835","Putnam",2010,99545,6.9,"89218","37915","Non Rural",559,3282503,160,301747,12277,638,6.4091616856698
"836","Putnam",2011,99662,5.4,"92711","39746","Non Rural",581,3516951,147,238995,10926,651,6.53207842507676
"837","Putnam",2012,99702,5.8,"95259","40762","Non Rural",585,3499051,146,254695,11099,657,6.58963711861347
"838","Putnam",2013,99718,5.7,"95117","40309","Non Rural",627,3411843,86,130093,6854,671,6.72897571150645
"839","Putnam",2014,99697,5.5,"96262","40967","Non Rural",585,3521102,145,279213,11839,662,6.64011956227369
"840","Putnam",2015,99488,5.2,"96148","41173","Non Rural",574,3489286,141,268266,11371,638,6.41283370858797
"841","Queens",1994,2047884,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"842","Queens",1996,2105520,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"843","Queens",1997,2138503,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"844","Queens",1998,2174983,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"845","Queens",1999,2208975,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"846","Queens",2000,2203306,14.6,"39478","19222","Non Rural",NA,NA,NA,NA,NA,NA,NA
"847","Queens",2001,2231316,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"848","Queens",2002,2224507,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"849","Queens",2003,2214608,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"850","Queens",2004,2198516,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"851","Queens",2005,2185222,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"852","Queens",2006,2173862,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"853","Queens",2007,2177351,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"854","Queens",2008,2193623,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"855","Queens",2009,2278860,12,"54870","25268","Non Rural",NA,NA,NA,NA,NA,NA,NA
"856","Queens",2010,2199169,12.9,"55291","25553","Non Rural",NA,NA,NA,NA,NA,NA,NA
"857","Queens",2011,2213977,13.5,"56406","26234","Non Rural",NA,NA,NA,NA,NA,NA,NA
"858","Queens",2012,2235008,14.2,"56780","26373","Non Rural",NA,NA,NA,NA,NA,NA,NA
"859","Queens",2013,2256400,14.8,"57001","26495","Non Rural",NA,NA,NA,NA,NA,NA,NA
"860","Queens",2014,2280602,15.1,"57210","26580","Non Rural",NA,NA,NA,NA,NA,NA,NA
"861","Queens",2015,2301139,14.9,"57720","26876","Non Rural",NA,NA,NA,NA,NA,NA,NA
"862","Rensselaer",1994,155520,NA,"","","Non Rural",1719,4239380,530,437568,36258,1946,12.5128600823045
"863","Rensselaer",1996,154928,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"864","Rensselaer",1997,153653,NA,"","","Non Rural",1798,4689935,517,453947,36134,2007,13.0618992144638
"865","Rensselaer",1998,153085,NA,"","","Non Rural",1766,4795178,538,548018,40827,1996,13.0385080184211
"866","Rensselaer",1999,152392,NA,"","","Non Rural",1790,4991641,567,575011,36841,1998,13.1109244579768
"867","Rensselaer",2000,147472,9.5,"44011","21095","Non Rural",1825,5221602,606,626230,39558,2047,13.8806010632527
"868","Rensselaer",2001,152700,NA,"","","Non Rural",1919,5793314,516,606690,38566,2157,14.1257367387033
"869","Rensselaer",2002,153040,NA,"","","Non Rural",2002,6492235,477,652223,43484,2264,14.7935180345008
"870","Rensselaer",2003,154201,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"871","Rensselaer",2004,155523,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"872","Rensselaer",2005,156104,NA,"","","Non Rural",2045,7276091,596,988151,29900,2223,14.2405063291139
"873","Rensselaer",2006,157312,NA,"","","Non Rural",2092,7466583,622,1011053,39822,2334,14.8367575264443
"874","Rensselaer",2007,158243,NA,"","","Non Rural",2410,9296994,1856,1442992,77774,2869,18.130343838274
"875","Rensselaer",2008,159011,NA,"","","Non Rural",2256,8789471,849,1208669,56191,2607,16.3950921634352
"876","Rensselaer",2009,155043,10.7,"54221","27289","Non Rural",2062,8101387,807,1137167,45689,2346,15.1312861593235
"877","Rensselaer",2010,158629,11.4,"54152","27457","Non Rural",2142,8911876,897,1335716,50427,2455,15.4763630861948
"878","Rensselaer",2011,159053,11.6,"56271","28719","Non Rural",2106,8774062,932,1404544,46402,2396,15.0641610029361
"879","Rensselaer",2012,159464,11.4,"58959","29647","Non Rural",2092,9022847,921,1518061,49775,2385,14.9563537851804
"880","Rensselaer",2013,159565,12.7,"59432","29987","Non Rural",2057,9055114,886,1370603,45195,2338,14.652336038605
"881","Rensselaer",2014,159600,12.5,"60140","30285","Non Rural",1958,9433383,847,1366398,45403,2240,14.0350877192982
"882","Rensselaer",2015,159900,12,"60709","30803","Non Rural",1969,9074209,815,1310896,43225,2238,13.9962476547842
"883","Richmond",1994,406208,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"884","Richmond",1996,414481,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"885","Richmond",1997,420725,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"886","Richmond",1998,428952,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"887","Richmond",1999,437814,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"888","Richmond",2000,436628,10,"54057","23905","Non Rural",NA,NA,NA,NA,NA,NA,NA
"889","Richmond",2001,448961,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"890","Richmond",2002,452813,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"891","Richmond",2003,455939,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"892","Richmond",2004,456846,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"893","Richmond",2005,457028,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"894","Richmond",2006,457577,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"895","Richmond",2007,459642,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"896","Richmond",2008,463701,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"897","Richmond",2009,483168,9.8,"71206","30603","Non Rural",NA,NA,NA,NA,NA,NA,NA
"898","Richmond",2010,463450,10.1,"71084","30843","Non Rural",NA,NA,NA,NA,NA,NA,NA
"899","Richmond",2011,466034,10.9,"72752","31276","Non Rural",NA,NA,NA,NA,NA,NA,NA
"900","Richmond",2012,468374,11.2,"73496","31537","Non Rural",NA,NA,NA,NA,NA,NA,NA
"901","Richmond",2013,470223,11.7,"72569","31823","Non Rural",NA,NA,NA,NA,NA,NA,NA
"902","Richmond",2014,471522,12.2,"74043","32091","Non Rural",NA,NA,NA,NA,NA,NA,NA
"903","Richmond",2015,472481,12.4,"73197","32041","Non Rural",NA,NA,NA,NA,NA,NA,NA
"904","Rockland",1994,274855,NA,"","","Non Rural",2931,9041635,1060,1068934,69255,3342,12.1591384548216
"905","Rockland",1996,277714,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"906","Rockland",1997,279082,NA,"","","Non Rural",3056,9487987,649,474467,34880,3261,11.6847378189923
"907","Rockland",1998,282044,NA,"","","Non Rural",3120,10066930,652,525827,42204,3357,11.9023982073719
"908","Rockland",1999,285265,NA,"","","Non Rural",3172,10453873,674,550255,36071,3374,11.8275988992691
"909","Rockland",2000,281436,9.5,"65575","28082","Non Rural",3067,12578277,1063,1541722,97510,3697,13.1362014809761
"910","Rockland",2001,290613,NA,"","","Non Rural",3120,13336077,1087,1671201,107709,3729,12.8314975586089
"911","Rockland",2002,293728,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"912","Rockland",2003,296224,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"913","Rockland",2004,297562,NA,"","","Non Rural",3063,13598160,959,1841423,86503,3572,12.0042209690754
"914","Rockland",2005,298737,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"915","Rockland",2006,299390,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"916","Rockland",2007,301668,NA,"","","Non Rural",3720,17212072,1040,1911850,83600,4216,13.9756288369996
"917","Rockland",2008,305413,NA,"","","Non Rural",3114,13743800,1314,2572190,110702,3784,12.3897803957264
"918","Rockland",2009,297298,10.8,"82368","34071","Non Rural",3038,13761350,1401,3071669,106166,3676,12.3646980470773
"919","Rockland",2010,305461,11,"82534","34304","Non Rural",2588,12137096,1125,2453101,68353,2999,9.8179472993279
"920","Rockland",2011,308682,11.4,"84661","34983","Non Rural",2860,14423522,1170,2231885,67629,3269,10.5901866645933
"921","Rockland",2012,312011,12.6,"86020","35214","Non Rural",2602,16273604,1518,2262621,70747,3013,9.65671082109285
"922","Rockland",2013,315069,13.4,"84951","34591","Non Rural",2498,15059501,1351,1938356,67049,2888,9.16624612386493
"923","Rockland",2014,318186,13.9,"85808","34833","Non Rural",2357,14383991,954,1568138,52927,2661,8.36303294299561
"924","Rockland",2015,320688,14.4,"84855","34647","Non Rural",2201,13595862,857,1325174,46541,2465,7.68659881255301
"925","Saratoga",1994,191966,NA,"","","Non Rural",1144,2495205,62,48130,3906,1169,6.08962003688153
"926","Saratoga",1996,193937,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"927","Saratoga",1997,194757,NA,"","","Non Rural",1133,2777388,74,72927,5465,1168,5.99721704483022
"928","Saratoga",1998,196513,NA,"","","Non Rural",1146,3014987,53,53366,4189,1173,5.9690707485001
"929","Saratoga",1999,198641,NA,"","","Non Rural",1197,3282207,92,73793,6052,1237,6.22731460272552
"930","Saratoga",2000,142308,10.9,"51135","23945","Non Rural",1153,3221403,92,93134,7020,1199,8.42538718835202
"931","Saratoga",2001,203974,NA,"","","Non Rural",1187,3560052,73,78276,5929,1225,6.00566738898095
"932","Saratoga",2002,206446,NA,"","","Non Rural",1278,3490265,109,161897,9529,1339,6.4859575869719
"933","Saratoga",2003,209410,NA,"","","Non Rural",1168,3706619,124,174324,7629,1217,5.81156582780192
"934","Saratoga",2004,211478,NA,"","","Non Rural",1235,4013200,89,101764,6863,1279,6.04791042094213
"935","Saratoga",2005,212975,NA,"","","Non Rural",1263,4168362,101,144255,8196,1316,6.17912900575185
"936","Saratoga",2006,214627,NA,"","","Non Rural",1299,4573391,101,147386,8869,1356,6.3179376313325
"937","Saratoga",2007,215798,NA,"","","Non Rural",1311,4953312,91,139420,8235,1364,6.32072586400245
"938","Saratoga",2008,217282,NA,"","","Non Rural",1332,5163340,85,137437,7614,1381,6.35579569407498
"939","Saratoga",2009,216491,6.3,"64705","31554","Non Rural",1345,5515969,81,139623,7343,1394,6.43906675104277
"940","Saratoga",2010,217264,6.2,"65100","32186","Non Rural",1321,5438322,120,228686,11834,1393,6.41155460637749
"941","Saratoga",2011,218520,6.4,"67186","33490","Non Rural",1279,5319607,116,202568,11112,1348,6.16877173714076
"942","Saratoga",2012,219832,6.3,"67712","34125","Non Rural",1296,5408387,97,167358,9110,1355,6.16379780923614
"943","Saratoga",2013,221169,6.4,"69826","35176","Non Rural",1186,5253750,92,134417,7150,1228,5.55231519788035
"944","Saratoga",2014,222512,6.7,"70581","35860","Non Rural",1228,5324393,124,215216,10652,1292,5.80642841734378
"945","Saratoga",2015,223774,6.5,"71496","35922","Non Rural",1000,4637465,71,128830,6138,1035,4.62520221294699
"946","Schenectady",1994,150713,NA,"","","Non Rural",1368,3186788,1080,392602,33641,1566,10.3906099672888
"947","Schenectady",1996,149351,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"948","Schenectady",1997,148557,NA,"","","Non Rural",1377,3781208,1310,463915,35547,1592,10.7164253451537
"949","Schenectady",1998,147738,NA,"","","Non Rural",1358,3868379,1407,514232,38057,1587,10.7419891970922
"950","Schenectady",1999,146857,NA,"","","Non Rural",1387,4021327,1488,558066,35253,1597,10.874524197008
"951","Schenectady",2000,29789,11.4,"42944","21992","Non Rural",1406,4238381,1670,616536,37120,1624,54.5167679344725
"952","Schenectady",2001,146334,NA,"","","Non Rural",1423,4544092,1751,765584,46576,1700,11.6172591468832
"953","Schenectady",2002,147199,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"954","Schenectady",2003,147891,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"955","Schenectady",2004,148900,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"956","Schenectady",2005,150200,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"957","Schenectady",2006,151768,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"958","Schenectady",2007,152275,NA,"","","Non Rural",1358,5555599,472,450357,22951,1506,9.89000164176654
"959","Schenectady",2008,153360,NA,"","","Non Rural",1385,5934607,422,431146,19890,1514,9.87219613980177
"960","Schenectady",2009,150474,10.5,"54468","27308","Non Rural",1393,6165437,422,444515,18689,1503,9.98843654053192
"961","Schenectady",2010,153268,10.8,"55188","27500","Non Rural",1376,6046799,454,462140,18537,1499,9.78025419526581
"962","Schenectady",2011,153935,11.6,"55587","28001","Non Rural",1308,6252569,515,506050,18131,1426,9.26365024198525
"963","Schenectady",2012,154466,11.7,"56445","28326","Non Rural",1301,6268961,554,554072,19988,1427,9.2382789740137
"964","Schenectady",2013,154821,12.4,"56061","28319","Non Rural",1272,5390563,526,615857,30072,1458,9.41732710678784
"965","Schenectady",2014,155178,12.5,"57025","28609","Non Rural",1230,6042562,562,671064,27002,1404,9.04767428372579
"966","Schenectady",2015,154796,12.3,"58114","28902","Non Rural",1250,6252249,552,696238,35111,1477,9.54159022196956
"967","Schoharie",1994,32356,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"968","Schoharie",1996,32111,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"969","Schoharie",1997,31557,NA,"","","Rural",324,798238,60,58098,5812,357,11.3128624393954
"970","Schoharie",1998,31279,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"971","Schoharie",1999,31537,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"972","Schoharie",2000,18529,11.8,"37090","17778","Rural",NA,NA,NA,NA,NA,NA,NA
"973","Schoharie",2001,31794,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"974","Schoharie",2002,31785,NA,"","","Rural",348,1023594,48,63139,3872,371,11.6721724083687
"975","Schoharie",2003,32032,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"976","Schoharie",2004,32310,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"977","Schoharie",2005,32534,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"978","Schoharie",2006,32661,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"979","Schoharie",2007,32894,NA,"","","Rural",388,1314134,29,44264,2350,402,12.221073752052
"980","Schoharie",2008,32890,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"981","Schoharie",2009,31813,10.3,"49695","23667","Rural",NA,NA,NA,NA,NA,NA,NA
"982","Schoharie",2010,32789,10.7,"50864","25105","Rural",NA,NA,NA,NA,NA,NA,NA
"983","Schoharie",2011,32766,10.1,"50795","25362","Rural",NA,NA,NA,NA,NA,NA,NA
"984","Schoharie",2012,32617,10.5,"51896","25477","Rural",346,1340570,38,59948,2671,363,11.1291657724499
"985","Schoharie",2013,32404,11,"53245","26584","Rural",NA,NA,NA,NA,NA,NA,NA
"986","Schoharie",2014,32153,12.3,"51873","26097","Rural",NA,NA,NA,NA,NA,NA,NA
"987","Schoharie",2015,31913,12.3,"51195","25498","Rural",NA,NA,NA,NA,NA,NA,NA
"988","Schuyler",1994,18973,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"989","Schuyler",1996,19089,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"990","Schuyler",1997,19023,NA,"","","Rural",176,361235,54,37003,3201,194,10.1981811491353
"991","Schuyler",1998,19143,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"992","Schuyler",1999,19117,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"993","Schuyler",2000,31687,11.5,"36566","17039","Rural",NA,NA,NA,NA,NA,NA,NA
"994","Schuyler",2001,19175,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"995","Schuyler",2002,19179,NA,"","","Rural",214,519763,28,22045,1537,224,11.6794410553209
"996","Schuyler",2003,19151,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"997","Schuyler",2004,19034,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"998","Schuyler",2005,18880,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"999","Schuyler",2006,18752,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1000","Schuyler",2007,18707,NA,"","","Rural",223,742963,45,45390,2885,242,12.9363339926231
"1001","Schuyler",2008,18644,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1002","Schuyler",2009,18896,9.6,"44575","21704","Rural",NA,NA,NA,NA,NA,NA,NA
"1003","Schuyler",2010,18566,8.1,"47404","22123","Rural",NA,NA,NA,NA,NA,NA,NA
"1004","Schuyler",2011,18490,8.7,"47804","22803","Rural",NA,NA,NA,NA,NA,NA,NA
"1005","Schuyler",2012,18472,9,"47869","23952","Rural",211,758703,42,45877,2418,226,12.2347336509311
"1006","Schuyler",2013,18432,11.1,"46976","24173","Rural",NA,NA,NA,NA,NA,NA,NA
"1007","Schuyler",2014,18458,12.9,"49225","24529","Rural",209,759674,53,55672,2751,226,12.2440134359085
"1008","Schuyler",2015,18410,14.1,"47680","25189","Rural",210,727199,47,44036,2484,227,12.3302552960348
"1009","Seneca",1994,32702,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1010","Seneca",1996,33500,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1011","Seneca",1997,33362,NA,"","","Rural",300,728353,130,11585,732,304,9.11216353935615
"1012","Seneca",1998,33184,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1013","Seneca",1999,33231,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1014","Seneca",2000,100744,16.9,"37507","17630","Rural",NA,NA,NA,NA,NA,NA,NA
"1015","Seneca",2001,34764,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1016","Seneca",2002,35046,NA,"","","Rural",335,894314,113,93112,9352,391,11.1567653940535
"1017","Seneca",2003,35212,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1018","Seneca",2004,35312,NA,"","","Rural",318,913767,109,68383,5811,353,9.99660172179429
"1019","Seneca",2005,35177,NA,"","","Rural",340,946051,111,124715,9677,398,11.3142109901356
"1020","Seneca",2006,35223,NA,"","","Rural",321,1007910,112,125292,9582,379,10.7600147630809
"1021","Seneca",2007,35469,NA,"","","Rural",341,1123042,114,124816,9249,398,11.2210662832332
"1022","Seneca",2008,35370,NA,"","","Rural",374,1222824,62,75921,5279,405,11.4503816793893
"1023","Seneca",2009,34181,12.3,"45571","21230","Rural",NA,NA,NA,NA,NA,NA,NA
"1024","Seneca",2010,35309,12.6,"46707","21818","Rural",NA,NA,NA,NA,NA,NA,NA
"1025","Seneca",2011,35306,10.7,"47266","21980","Rural",NA,NA,NA,NA,NA,NA,NA
"1026","Seneca",2012,35306,10.8,"49155","22652","Rural",281,1069499,22,31442,1603,291,8.24222511754376
"1027","Seneca",2013,35359,11.2,"47618","23115","Rural",NA,NA,NA,NA,NA,NA,NA
"1028","Seneca",2014,35232,11.9,"48932","23823","Rural",359,1402782,114,162671,10665,423,12.0061307901907
"1029","Seneca",2015,35144,11.6,"49292","24666","Rural",367,1436581,113,155606,10434,430,12.2353744593672
"1030","St. Lawrence",1994,114495,NA,"","","Rural",807,1793115,123,146259,12746,889,7.76453120223591
"1031","St. Lawrence",1996,113888,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"1032","St. Lawrence",1997,112867,NA,"","","Rural",805,1867690,191,195341,19617,931,8.24864663719245
"1033","St. Lawrence",1998,112261,NA,"","","Rural",804,2154323,157,160337,18967,927,8.25754269069401
"1034","St. Lawrence",1999,112202,NA,"","","Rural",819,1254960,153,126436,12123,895,7.9766849075774
"1035","St. Lawrence",2000,196387,5.7,"33323","15728","Rural",821,1437328,161,147636,13416,905,4.60824800012221
"1036","St. Lawrence",2001,111497,NA,"","","Rural",808,1430682,197,201155,17823,923,8.27824963900374
"1037","St. Lawrence",2002,111292,NA,"","","Rural",854,2610578,176,187169,17825,969,8.70682528843044
"1038","St. Lawrence",2003,111329,NA,"","","Rural",828,2561554,176,204191,16831,937,8.41649525280924
"1039","St. Lawrence",2004,111468,NA,"","","Rural",836,2667150,177,200921,16401,942,8.45085585100657
"1040","St. Lawrence",2005,111606,NA,"","","Rural",831,2631025,128,77844,5768,868,7.77735964016272
"1041","St. Lawrence",2006,111556,NA,"","","Rural",851,2834719,121,166588,11725,927,8.30972784968984
"1042","St. Lawrence",2007,111586,NA,"","","Rural",837,2976702,147,202113,13488,924,8.28060867850806
"1043","St. Lawrence",2008,111684,NA,"","","Rural",873,3217796,130,197383,13508,960,8.59568067046309
"1044","St. Lawrence",2009,109742,14.6,"41670","19427","Rural",860,3099074,121,182457,12817,942,8.58376920413333
"1045","St. Lawrence",2010,111778,14.8,"42303","20143","Rural",863,3088883,130,174592,13122,946,8.46320385048936
